site,date,BLUE,GREEN,NIR,RED,SWIR1,SWIR2
IDS36,2006-08-14,462,350,2035,187,521,199
IDS36,2006-08-14,462,350,2035,187,516,200
IDS36,2006-08-14,462,350,2035,187,516,199
IDS36,2006-08-14,462,341,2057,191,521,200
IDS36,2006-08-14,462,341,2057,191,521,199
IDS36,2006-08-14,462,341,2057,191,516,200
IDS36,2006-08-14,462,341,2057,191,516,199
IDS36,2006-08-14,462,341,2057,187,521,200
IDS36,2006-08-14,462,341,2057,187,521,199
IDS36,2006-08-14,462,341,2057,187,516,200
IDS36,2006-08-14,462,341,2057,187,516,199
IDS36,2006-08-14,462,341,2035,191,521,200
IDS36,2006-08-14,462,341,2035,191,521,199
IDS36,2006-08-14,462,341,2035,191,516,200
IDS36,2006-08-14,462,341,2035,191,516,199
IDS36,2006-08-14,462,341,2035,187,521,200
IDS36,2006-08-14,462,341,2035,187,521,199
IDS36,2006-08-14,462,341,2035,187,516,200
IDS36,2006-08-14,462,341,2035,187,516,199
IDS36,2006-08-14,451,350,2057,191,521,200
IDS36,2006-08-14,451,350,2057,191,521,199
IDS36,2006-08-14,451,350,2057,191,516,200
IDS36,2006-08-14,451,350,2057,191,516,199
IDS36,2006-08-14,451,350,2057,187,521,200
IDS36,2006-08-14,451,350,2057,187,521,199
IDS36,2006-08-14,451,350,2057,187,516,200
IDS36,2006-08-14,451,350,2057,187,516,199
IDS36,2006-08-14,451,350,2035,191,521,200
IDS36,2006-08-14,451,350,2035,191,521,199
IDS36,2006-08-14,451,350,2035,191,516,200
IDS36,2006-08-14,451,350,2035,191,516,199
IDS36,2006-08-14,451,350,2035,187,521,200
IDS36,2006-08-14,451,350,2035,187,521,199
IDS36,2006-08-14,451,350,2035,187,516,200
IDS36,2006-08-14,451,350,2035,187,516,199
IDS36,2006-08-14,451,341,2057,191,521,200
IDS36,2006-08-14,451,341,2057,191,521,199
IDS36,2006-08-14,451,341,2057,191,516,200
IDS36,2006-08-14,451,341,2057,191,516,199
IDS36,2006-08-14,451,341,2057,187,521,200
IDS36,2006-08-14,451,341,2057,187,521,199
IDS36,2006-08-14,451,341,2057,187,516,200
IDS36,2006-08-14,451,341,2057,187,516,199
IDS36,2006-08-14,451,341,2035,191,521,200
IDS36,2006-08-14,451,341,2035,191,521,199
IDS36,2006-08-14,451,341,2035,191,516,200
IDS36,2006-08-14,451,341,2035,191,516,199
IDS36,2006-08-14,451,341,2035,187,521,200
IDS36,2006-08-14,451,341,2035,187,521,199
IDS36,2006-08-14,451,341,2035,187,516,200
IDS36,2006-08-14,451,341,2035,187,516,199
IDS36,2006-08-23,391,490,4081,336,1970,820
IDS36,2006-09-07,161,241,1255,120,423,137
IDS36,2006-10-02,283,446,2956,346,1668,670
IDS36,2006-10-09,316,554,2720,613,1701,768
IDS36,2006-10-10,401,533,2628,597,1844,824
IDS36,2006-11-02,333,296,711,286,644,391
IDS36,2006-11-02,333,296,711,286,644,378
IDS36,2006-11-02,333,296,711,286,656,391
IDS36,2006-11-02,333,296,711,286,656,378
IDS36,2006-11-02,333,296,711,280,644,391
IDS36,2006-11-02,333,296,711,280,644,378
IDS36,2006-11-02,333,296,711,280,656,391
IDS36,2006-11-02,333,296,711,280,656,378
IDS36,2006-11-02,333,296,727,286,644,391
IDS36,2006-11-02,333,296,727,286,644,378
IDS36,2006-11-02,333,296,727,286,656,391
IDS36,2006-11-02,333,296,727,286,656,378
IDS36,2006-11-02,333,296,727,280,644,391
IDS36,2006-11-02,333,296,727,280,644,378
IDS36,2006-11-02,333,296,727,280,656,391
IDS36,2006-11-02,333,296,727,280,656,378
IDS36,2006-11-02,333,288,711,286,644,391
IDS36,2006-11-02,333,288,711,286,644,378
IDS36,2006-11-02,333,288,711,286,656,391
IDS36,2006-11-02,333,288,711,286,656,378
IDS36,2006-11-02,333,288,711,280,644,391
IDS36,2006-11-02,333,288,711,280,644,378
IDS36,2006-11-02,333,288,711,280,656,391
IDS36,2006-11-02,333,288,711,280,656,378
IDS36,2006-11-02,333,288,727,286,644,391
IDS36,2006-11-02,333,288,727,286,644,378
IDS36,2006-11-02,333,288,727,286,656,391
IDS36,2006-11-02,333,288,727,286,656,378
IDS36,2006-11-02,333,288,727,280,644,391
IDS36,2006-11-02,333,288,727,280,644,378
IDS36,2006-11-02,333,288,727,280,656,391
IDS36,2006-11-02,333,288,727,280,656,378
IDS36,2006-11-02,319,296,711,286,644,391
IDS36,2006-11-02,319,296,711,286,644,378
IDS36,2006-11-02,319,296,711,286,656,391
IDS36,2006-11-02,319,296,711,286,656,378
IDS36,2006-11-02,319,296,711,280,644,391
IDS36,2006-11-02,319,296,711,280,644,378
IDS36,2006-11-02,319,296,711,280,656,391
IDS36,2006-11-02,319,296,711,280,656,378
IDS36,2006-11-02,319,296,727,286,644,391
IDS36,2006-11-02,319,296,727,286,644,378
IDS36,2006-11-02,319,296,727,286,656,391
IDS36,2006-11-02,319,296,727,286,656,378
IDS36,2006-11-02,319,296,727,280,644,391
IDS36,2006-11-02,319,296,727,280,644,378
IDS36,2006-11-02,319,296,727,280,656,391
IDS36,2006-11-02,319,296,727,280,656,378
IDS36,2006-11-02,319,288,711,286,644,391
IDS36,2006-11-02,319,288,711,286,644,378
IDS36,2006-11-02,319,288,711,286,656,391
IDS36,2006-11-02,319,288,711,286,656,378
IDS36,2006-11-02,319,288,711,280,644,391
IDS36,2006-11-02,319,288,711,280,644,378
IDS36,2006-11-02,319,288,711,280,656,391
IDS36,2006-11-02,319,288,711,280,656,378
IDS36,2006-11-02,319,288,727,286,644,391
IDS36,2006-11-02,319,288,727,286,644,378
IDS36,2006-11-02,319,288,727,286,656,391
IDS36,2006-11-02,319,288,727,286,656,378
IDS36,2006-11-02,319,288,727,280,644,391
IDS36,2006-11-02,319,288,727,280,644,378
IDS36,2006-11-02,319,288,727,280,656,391
IDS36,2006-11-02,319,288,727,280,656,378
IDS36,2006-11-03,484,522,1753,642,2159,1321
IDS36,2006-11-10,321,362,1139,439,1536,968
IDS36,2006-11-10,321,362,1139,439,1536,942
IDS36,2006-11-10,321,362,1139,439,1480,968
IDS36,2006-11-10,321,362,1139,439,1480,942
IDS36,2006-11-10,321,362,1139,417,1536,968
IDS36,2006-11-10,321,362,1139,417,1536,942
IDS36,2006-11-10,321,362,1139,417,1480,968
IDS36,2006-11-10,321,362,1139,417,1480,942
IDS36,2006-11-10,321,362,1101,439,1536,968
IDS36,2006-11-10,321,362,1101,439,1536,942
IDS36,2006-11-10,321,362,1101,439,1480,968
IDS36,2006-11-10,321,362,1101,439,1480,942
IDS36,2006-11-10,321,362,1101,417,1536,968
IDS36,2006-11-10,321,362,1101,417,1536,942
IDS36,2006-11-10,321,362,1101,417,1480,968
IDS36,2006-11-10,321,362,1101,417,1480,942
IDS36,2006-11-10,321,341,1139,439,1536,968
IDS36,2006-11-10,321,341,1139,439,1536,942
IDS36,2006-11-10,321,341,1139,439,1480,968
IDS36,2006-11-10,321,341,1139,439,1480,942
IDS36,2006-11-10,321,341,1139,417,1536,968
IDS36,2006-11-10,321,341,1139,417,1536,942
IDS36,2006-11-10,321,341,1139,417,1480,968
IDS36,2006-11-10,321,341,1139,417,1480,942
IDS36,2006-11-10,321,341,1101,439,1536,968
IDS36,2006-11-10,321,341,1101,439,1536,942
IDS36,2006-11-10,321,341,1101,439,1480,968
IDS36,2006-11-10,321,341,1101,439,1480,942
IDS36,2006-11-10,321,341,1101,417,1536,968
IDS36,2006-11-10,321,341,1101,417,1536,942
IDS36,2006-11-10,321,341,1101,417,1480,968
IDS36,2006-11-10,321,341,1101,417,1480,942
IDS36,2006-11-10,293,362,1139,439,1536,968
IDS36,2006-11-10,293,362,1139,439,1536,942
IDS36,2006-11-10,293,362,1139,439,1480,968
IDS36,2006-11-10,293,362,1139,439,1480,942
IDS36,2006-11-10,293,362,1139,417,1536,968
IDS36,2006-11-10,293,362,1139,417,1536,942
IDS36,2006-11-10,293,362,1139,417,1480,968
IDS36,2006-11-10,293,362,1139,417,1480,942
IDS36,2006-11-10,293,362,1101,439,1536,968
IDS36,2006-11-10,293,362,1101,439,1536,942
IDS36,2006-11-10,293,362,1101,439,1480,968
IDS36,2006-11-10,293,362,1101,439,1480,942
IDS36,2006-11-10,293,362,1101,417,1536,968
IDS36,2006-11-10,293,362,1101,417,1536,942
IDS36,2006-11-10,293,362,1101,417,1480,968
IDS36,2006-11-10,293,362,1101,417,1480,942
IDS36,2006-11-10,293,341,1139,439,1536,968
IDS36,2006-11-10,293,341,1139,439,1536,942
IDS36,2006-11-10,293,341,1139,439,1480,968
IDS36,2006-11-10,293,341,1139,439,1480,942
IDS36,2006-11-10,293,341,1139,417,1536,968
IDS36,2006-11-10,293,341,1139,417,1536,942
IDS36,2006-11-10,293,341,1139,417,1480,968
IDS36,2006-11-10,293,341,1139,417,1480,942
IDS36,2006-11-10,293,341,1101,439,1536,968
IDS36,2006-11-10,293,341,1101,439,1536,942
IDS36,2006-11-10,293,341,1101,439,1480,968
IDS36,2006-11-10,293,341,1101,439,1480,942
IDS36,2006-11-10,293,341,1101,417,1536,968
IDS36,2006-11-10,293,341,1101,417,1536,942
IDS36,2006-11-10,293,341,1101,417,1480,968
IDS36,2006-11-10,293,341,1101,417,1480,942
IDS36,2006-12-28,775,806,1601,873,1515,1019
IDS36,2007-01-29,1524,1423,1479,1269,629,402
IDS36,2007-03-02,2041,2368,2870,2326,1104,724
IDS36,2007-04-03,459,591,1697,749,2678,1869
IDS36,2007-04-04,983,715,1091,641,668,323
IDS36,2007-04-20,533,649,1964,809,2938,2071
IDS36,2007-05-14,391,679,2555,580,2365,1385
IDS36,2007-05-21,688,1058,3683,815,2083,1137
IDS36,2007-05-22,339,697,3848,390,2060,883
IDS36,2007-05-29,197,511,4624,253,1853,720
IDS36,2007-05-29,197,511,4624,253,1853,NA
IDS36,2007-05-29,197,511,4624,253,NA,720
IDS36,2007-05-29,197,511,4624,253,NA,NA
IDS36,2007-05-29,197,511,4624,NA,1853,720
IDS36,2007-05-29,197,511,4624,NA,1853,NA
IDS36,2007-05-29,197,511,4624,NA,NA,720
IDS36,2007-05-29,197,511,4624,NA,NA,NA
IDS36,2007-05-29,197,511,NA,253,1853,720
IDS36,2007-05-29,197,511,NA,253,1853,NA
IDS36,2007-05-29,197,511,NA,253,NA,720
IDS36,2007-05-29,197,511,NA,253,NA,NA
IDS36,2007-05-29,197,511,NA,NA,1853,720
IDS36,2007-05-29,197,511,NA,NA,1853,NA
IDS36,2007-05-29,197,511,NA,NA,NA,720
IDS36,2007-05-29,197,511,NA,NA,NA,NA
IDS36,2007-05-29,197,NA,4624,253,1853,720
IDS36,2007-05-29,197,NA,4624,253,1853,NA
IDS36,2007-05-29,197,NA,4624,253,NA,720
IDS36,2007-05-29,197,NA,4624,253,NA,NA
IDS36,2007-05-29,197,NA,4624,NA,1853,720
IDS36,2007-05-29,197,NA,4624,NA,1853,NA
IDS36,2007-05-29,197,NA,4624,NA,NA,720
IDS36,2007-05-29,197,NA,4624,NA,NA,NA
IDS36,2007-05-29,197,NA,NA,253,1853,720
IDS36,2007-05-29,197,NA,NA,253,1853,NA
IDS36,2007-05-29,197,NA,NA,253,NA,720
IDS36,2007-05-29,197,NA,NA,253,NA,NA
IDS36,2007-05-29,197,NA,NA,NA,1853,720
IDS36,2007-05-29,197,NA,NA,NA,1853,NA
IDS36,2007-05-29,197,NA,NA,NA,NA,720
IDS36,2007-05-29,197,NA,NA,NA,NA,NA
IDS36,2007-05-29,NA,511,4624,253,1853,720
IDS36,2007-05-29,NA,511,4624,253,1853,NA
IDS36,2007-05-29,NA,511,4624,253,NA,720
IDS36,2007-05-29,NA,511,4624,253,NA,NA
IDS36,2007-05-29,NA,511,4624,NA,1853,720
IDS36,2007-05-29,NA,511,4624,NA,1853,NA
IDS36,2007-05-29,NA,511,4624,NA,NA,720
IDS36,2007-05-29,NA,511,4624,NA,NA,NA
IDS36,2007-05-29,NA,511,NA,253,1853,720
IDS36,2007-05-29,NA,511,NA,253,1853,NA
IDS36,2007-05-29,NA,511,NA,253,NA,720
IDS36,2007-05-29,NA,511,NA,253,NA,NA
IDS36,2007-05-29,NA,511,NA,NA,1853,720
IDS36,2007-05-29,NA,511,NA,NA,1853,NA
IDS36,2007-05-29,NA,511,NA,NA,NA,720
IDS36,2007-05-29,NA,511,NA,NA,NA,NA
IDS36,2007-05-29,NA,NA,4624,253,1853,720
IDS36,2007-05-29,NA,NA,4624,253,1853,NA
IDS36,2007-05-29,NA,NA,4624,253,NA,720
IDS36,2007-05-29,NA,NA,4624,253,NA,NA
IDS36,2007-05-29,NA,NA,4624,NA,1853,720
IDS36,2007-05-29,NA,NA,4624,NA,1853,NA
IDS36,2007-05-29,NA,NA,4624,NA,NA,720
IDS36,2007-05-29,NA,NA,4624,NA,NA,NA
IDS36,2007-05-29,NA,NA,NA,253,1853,720
IDS36,2007-05-29,NA,NA,NA,253,1853,NA
IDS36,2007-05-29,NA,NA,NA,253,NA,720
IDS36,2007-05-29,NA,NA,NA,253,NA,NA
IDS36,2007-05-29,NA,NA,NA,NA,1853,720
IDS36,2007-05-29,NA,NA,NA,NA,1853,NA
IDS36,2007-05-29,NA,NA,NA,NA,NA,720
IDS36,2007-05-30,325,533,4780,289,2029,836
IDS36,2007-06-23,359,568,5253,316,2156,942
IDS36,2007-07-01,885,1136,4448,1001,2233,1063
IDS36,2007-07-08,402,630,4146,425,1963,881
IDS36,2007-07-09,298,498,4671,271,2163,788
IDS36,2007-07-16,382,496,4565,232,2049,786
IDS36,2007-07-16,382,496,4565,232,2049,NA
IDS36,2007-07-16,382,496,4565,232,NA,786
IDS36,2007-07-16,382,496,4565,232,NA,NA
IDS36,2007-07-16,382,496,4565,NA,2049,786
IDS36,2007-07-16,382,496,4565,NA,2049,NA
IDS36,2007-07-16,382,496,4565,NA,NA,786
IDS36,2007-07-16,382,496,4565,NA,NA,NA
IDS36,2007-07-16,382,496,NA,232,2049,786
IDS36,2007-07-16,382,496,NA,232,2049,NA
IDS36,2007-07-16,382,496,NA,232,NA,786
IDS36,2007-07-16,382,496,NA,232,NA,NA
IDS36,2007-07-16,382,496,NA,NA,2049,786
IDS36,2007-07-16,382,496,NA,NA,2049,NA
IDS36,2007-07-16,382,496,NA,NA,NA,786
IDS36,2007-07-16,382,496,NA,NA,NA,NA
IDS36,2007-07-16,382,NA,4565,232,2049,786
IDS36,2007-07-16,382,NA,4565,232,2049,NA
IDS36,2007-07-16,382,NA,4565,232,NA,786
IDS36,2007-07-16,382,NA,4565,232,NA,NA
IDS36,2007-07-16,382,NA,4565,NA,2049,786
IDS36,2007-07-16,382,NA,4565,NA,2049,NA
IDS36,2007-07-16,382,NA,4565,NA,NA,786
IDS36,2007-07-16,382,NA,4565,NA,NA,NA
IDS36,2007-07-16,382,NA,NA,232,2049,786
IDS36,2007-07-16,382,NA,NA,232,2049,NA
IDS36,2007-07-16,382,NA,NA,232,NA,786
IDS36,2007-07-16,382,NA,NA,232,NA,NA
IDS36,2007-07-16,382,NA,NA,NA,2049,786
IDS36,2007-07-16,382,NA,NA,NA,2049,NA
IDS36,2007-07-16,382,NA,NA,NA,NA,786
IDS36,2007-07-16,382,NA,NA,NA,NA,NA
IDS36,2007-07-16,NA,496,4565,232,2049,786
IDS36,2007-07-16,NA,496,4565,232,2049,NA
IDS36,2007-07-16,NA,496,4565,232,NA,786
IDS36,2007-07-16,NA,496,4565,232,NA,NA
IDS36,2007-07-16,NA,496,4565,NA,2049,786
IDS36,2007-07-16,NA,496,4565,NA,2049,NA
IDS36,2007-07-16,NA,496,4565,NA,NA,786
IDS36,2007-07-16,NA,496,4565,NA,NA,NA
IDS36,2007-07-16,NA,496,NA,232,2049,786
IDS36,2007-07-16,NA,496,NA,232,2049,NA
IDS36,2007-07-16,NA,496,NA,232,NA,786
IDS36,2007-07-16,NA,496,NA,232,NA,NA
IDS36,2007-07-16,NA,496,NA,NA,2049,786
IDS36,2007-07-16,NA,496,NA,NA,2049,NA
IDS36,2007-07-16,NA,496,NA,NA,NA,786
IDS36,2007-07-16,NA,496,NA,NA,NA,NA
IDS36,2007-07-16,NA,NA,4565,232,2049,786
IDS36,2007-07-16,NA,NA,4565,232,2049,NA
IDS36,2007-07-16,NA,NA,4565,232,NA,786
IDS36,2007-07-16,NA,NA,4565,232,NA,NA
IDS36,2007-07-16,NA,NA,4565,NA,2049,786
IDS36,2007-07-16,NA,NA,4565,NA,2049,NA
IDS36,2007-07-16,NA,NA,4565,NA,NA,786
IDS36,2007-07-16,NA,NA,4565,NA,NA,NA
IDS36,2007-07-16,NA,NA,NA,232,2049,786
IDS36,2007-07-16,NA,NA,NA,232,2049,NA
IDS36,2007-07-16,NA,NA,NA,232,NA,786
IDS36,2007-07-16,NA,NA,NA,232,NA,NA
IDS36,2007-07-16,NA,NA,NA,NA,2049,786
IDS36,2007-07-16,NA,NA,NA,NA,2049,NA
IDS36,2007-07-16,NA,NA,NA,NA,NA,786
IDS36,2007-08-01,419,515,4119,264,1989,736
IDS36,2007-08-01,419,515,4119,264,1989,732
IDS36,2007-08-01,419,515,4119,264,1885,736
IDS36,2007-08-01,419,515,4119,264,1885,732
IDS36,2007-08-01,419,515,4119,230,1989,736
IDS36,2007-08-01,419,515,4119,230,1989,732
IDS36,2007-08-01,419,515,4119,230,1885,736
IDS36,2007-08-01,419,515,4119,230,1885,732
IDS36,2007-08-01,419,515,4081,264,1989,736
IDS36,2007-08-01,419,515,4081,264,1989,732
IDS36,2007-08-01,419,515,4081,264,1885,736
IDS36,2007-08-01,419,515,4081,264,1885,732
IDS36,2007-08-01,419,515,4081,230,1989,736
IDS36,2007-08-01,419,515,4081,230,1989,732
IDS36,2007-08-01,419,515,4081,230,1885,736
IDS36,2007-08-01,419,515,4081,230,1885,732
IDS36,2007-08-01,419,451,4119,264,1989,736
IDS36,2007-08-01,419,451,4119,264,1989,732
IDS36,2007-08-01,419,451,4119,264,1885,736
IDS36,2007-08-01,419,451,4119,264,1885,732
IDS36,2007-08-01,419,451,4119,230,1989,736
IDS36,2007-08-01,419,451,4119,230,1989,732
IDS36,2007-08-01,419,451,4119,230,1885,736
IDS36,2007-08-01,419,451,4119,230,1885,732
IDS36,2007-08-01,419,451,4081,264,1989,736
IDS36,2007-08-01,419,451,4081,264,1989,732
IDS36,2007-08-01,419,451,4081,264,1885,736
IDS36,2007-08-01,419,451,4081,264,1885,732
IDS36,2007-08-01,419,451,4081,230,1989,736
IDS36,2007-08-01,419,451,4081,230,1989,732
IDS36,2007-08-01,419,451,4081,230,1885,736
IDS36,2007-08-01,419,451,4081,230,1885,732
IDS36,2007-08-01,365,515,4119,264,1989,736
IDS36,2007-08-01,365,515,4119,264,1989,732
IDS36,2007-08-01,365,515,4119,264,1885,736
IDS36,2007-08-01,365,515,4119,264,1885,732
IDS36,2007-08-01,365,515,4119,230,1989,736
IDS36,2007-08-01,365,515,4119,230,1989,732
IDS36,2007-08-01,365,515,4119,230,1885,736
IDS36,2007-08-01,365,515,4119,230,1885,732
IDS36,2007-08-01,365,515,4081,264,1989,736
IDS36,2007-08-01,365,515,4081,264,1989,732
IDS36,2007-08-01,365,515,4081,264,1885,736
IDS36,2007-08-01,365,515,4081,264,1885,732
IDS36,2007-08-01,365,515,4081,230,1989,736
IDS36,2007-08-01,365,515,4081,230,1989,732
IDS36,2007-08-01,365,515,4081,230,1885,736
IDS36,2007-08-01,365,515,4081,230,1885,732
IDS36,2007-08-01,365,451,4119,264,1989,736
IDS36,2007-08-01,365,451,4119,264,1989,732
IDS36,2007-08-01,365,451,4119,264,1885,736
IDS36,2007-08-01,365,451,4119,264,1885,732
IDS36,2007-08-01,365,451,4119,230,1989,736
IDS36,2007-08-01,365,451,4119,230,1989,732
IDS36,2007-08-01,365,451,4119,230,1885,736
IDS36,2007-08-01,365,451,4119,230,1885,732
IDS36,2007-08-01,365,451,4081,264,1989,736
IDS36,2007-08-01,365,451,4081,264,1989,732
IDS36,2007-08-01,365,451,4081,264,1885,736
IDS36,2007-08-01,365,451,4081,264,1885,732
IDS36,2007-08-01,365,451,4081,230,1989,736
IDS36,2007-08-01,365,451,4081,230,1989,732
IDS36,2007-08-01,365,451,4081,230,1885,736
IDS36,2007-08-01,365,451,4081,230,1885,732
IDS36,2007-08-25,375,522,3606,345,1876,800
IDS36,2007-09-02,199,342,2513,182,1139,454
IDS36,2007-09-02,199,342,2513,182,1139,NA
IDS36,2007-09-02,199,342,2513,182,NA,454
IDS36,2007-09-02,199,342,2513,182,NA,NA
IDS36,2007-09-02,199,342,2513,NA,1139,454
IDS36,2007-09-02,199,342,2513,NA,1139,NA
IDS36,2007-09-02,199,342,2513,NA,NA,454
IDS36,2007-09-02,199,342,2513,NA,NA,NA
IDS36,2007-09-02,199,342,NA,182,1139,454
IDS36,2007-09-02,199,342,NA,182,1139,NA
IDS36,2007-09-02,199,342,NA,182,NA,454
IDS36,2007-09-02,199,342,NA,182,NA,NA
IDS36,2007-09-02,199,342,NA,NA,1139,454
IDS36,2007-09-02,199,342,NA,NA,1139,NA
IDS36,2007-09-02,199,342,NA,NA,NA,454
IDS36,2007-09-02,199,342,NA,NA,NA,NA
IDS36,2007-09-02,199,NA,2513,182,1139,454
IDS36,2007-09-02,199,NA,2513,182,1139,NA
IDS36,2007-09-02,199,NA,2513,182,NA,454
IDS36,2007-09-02,199,NA,2513,182,NA,NA
IDS36,2007-09-02,199,NA,2513,NA,1139,454
IDS36,2007-09-02,199,NA,2513,NA,1139,NA
IDS36,2007-09-02,199,NA,2513,NA,NA,454
IDS36,2007-09-02,199,NA,2513,NA,NA,NA
IDS36,2007-09-02,199,NA,NA,182,1139,454
IDS36,2007-09-02,199,NA,NA,182,1139,NA
IDS36,2007-09-02,199,NA,NA,182,NA,454
IDS36,2007-09-02,199,NA,NA,182,NA,NA
IDS36,2007-09-02,199,NA,NA,NA,1139,454
IDS36,2007-09-02,199,NA,NA,NA,1139,NA
IDS36,2007-09-02,199,NA,NA,NA,NA,454
IDS36,2007-09-02,199,NA,NA,NA,NA,NA
IDS36,2007-09-02,NA,342,2513,182,1139,454
IDS36,2007-09-02,NA,342,2513,182,1139,NA
IDS36,2007-09-02,NA,342,2513,182,NA,454
IDS36,2007-09-02,NA,342,2513,182,NA,NA
IDS36,2007-09-02,NA,342,2513,NA,1139,454
IDS36,2007-09-02,NA,342,2513,NA,1139,NA
IDS36,2007-09-02,NA,342,2513,NA,NA,454
IDS36,2007-09-02,NA,342,2513,NA,NA,NA
IDS36,2007-09-02,NA,342,NA,182,1139,454
IDS36,2007-09-02,NA,342,NA,182,1139,NA
IDS36,2007-09-02,NA,342,NA,182,NA,454
IDS36,2007-09-02,NA,342,NA,182,NA,NA
IDS36,2007-09-02,NA,342,NA,NA,1139,454
IDS36,2007-09-02,NA,342,NA,NA,1139,NA
IDS36,2007-09-02,NA,342,NA,NA,NA,454
IDS36,2007-09-02,NA,342,NA,NA,NA,NA
IDS36,2007-09-02,NA,NA,2513,182,1139,454
IDS36,2007-09-02,NA,NA,2513,182,1139,NA
IDS36,2007-09-02,NA,NA,2513,182,NA,454
IDS36,2007-09-02,NA,NA,2513,182,NA,NA
IDS36,2007-09-02,NA,NA,2513,NA,1139,454
IDS36,2007-09-02,NA,NA,2513,NA,1139,NA
IDS36,2007-09-02,NA,NA,2513,NA,NA,454
IDS36,2007-09-02,NA,NA,2513,NA,NA,NA
IDS36,2007-09-02,NA,NA,NA,182,1139,454
IDS36,2007-09-02,NA,NA,NA,182,1139,NA
IDS36,2007-09-02,NA,NA,NA,182,NA,454
IDS36,2007-09-02,NA,NA,NA,182,NA,NA
IDS36,2007-09-02,NA,NA,NA,NA,1139,454
IDS36,2007-09-02,NA,NA,NA,NA,1139,NA
IDS36,2007-09-02,NA,NA,NA,NA,NA,454
IDS36,2007-09-03,344,492,3456,293,1909,791
IDS36,2007-09-10,298,424,2765,298,1145,386
IDS36,2007-09-19,279,417,3154,295,1787,670
IDS36,2007-09-27,484,537,3206,369,1865,824
IDS36,2007-10-13,249,404,2060,307,1433,703
IDS36,2007-10-29,354,433,1671,492,1861,1105
IDS36,2007-11-05,409,453,1675,512,2106,1207
IDS36,2008-01-08,526,514,1528,631,1839,1162
IDS36,2008-03-13,548,675,1799,820,2636,1780
IDS36,2008-03-21,507,581,1785,724,2591,1797
IDS36,2008-03-29,507,662,1785,843,2644,1738
IDS36,2008-05-07,388,389,855,373,562,367
IDS36,2008-05-23,309,779,3365,472,1917,850
IDS36,2008-05-24,351,857,4466,455,2275,1059
IDS36,2008-06-08,437,754,5018,517,2105,905
IDS36,2008-06-08,437,754,5018,517,2105,897
IDS36,2008-06-08,437,754,5018,517,2065,905
IDS36,2008-06-08,437,754,5018,517,2065,897
IDS36,2008-06-08,437,754,5018,518,2105,905
IDS36,2008-06-08,437,754,5018,518,2105,897
IDS36,2008-06-08,437,754,5018,518,2065,905
IDS36,2008-06-08,437,754,5018,518,2065,897
IDS36,2008-06-08,437,754,4969,517,2105,905
IDS36,2008-06-08,437,754,4969,517,2105,897
IDS36,2008-06-08,437,754,4969,517,2065,905
IDS36,2008-06-08,437,754,4969,517,2065,897
IDS36,2008-06-08,437,754,4969,518,2105,905
IDS36,2008-06-08,437,754,4969,518,2105,897
IDS36,2008-06-08,437,754,4969,518,2065,905
IDS36,2008-06-08,437,754,4969,518,2065,897
IDS36,2008-06-08,437,752,5018,517,2105,905
IDS36,2008-06-08,437,752,5018,517,2105,897
IDS36,2008-06-08,437,752,5018,517,2065,905
IDS36,2008-06-08,437,752,5018,517,2065,897
IDS36,2008-06-08,437,752,5018,518,2105,905
IDS36,2008-06-08,437,752,5018,518,2105,897
IDS36,2008-06-08,437,752,5018,518,2065,905
IDS36,2008-06-08,437,752,5018,518,2065,897
IDS36,2008-06-08,437,752,4969,517,2105,905
IDS36,2008-06-08,437,752,4969,517,2105,897
IDS36,2008-06-08,437,752,4969,517,2065,905
IDS36,2008-06-08,437,752,4969,517,2065,897
IDS36,2008-06-08,437,752,4969,518,2105,905
IDS36,2008-06-08,437,752,4969,518,2105,897
IDS36,2008-06-08,437,752,4969,518,2065,905
IDS36,2008-06-08,437,752,4969,518,2065,897
IDS36,2008-06-08,440,754,5018,517,2105,905
IDS36,2008-06-08,440,754,5018,517,2105,897
IDS36,2008-06-08,440,754,5018,517,2065,905
IDS36,2008-06-08,440,754,5018,517,2065,897
IDS36,2008-06-08,440,754,5018,518,2105,905
IDS36,2008-06-08,440,754,5018,518,2105,897
IDS36,2008-06-08,440,754,5018,518,2065,905
IDS36,2008-06-08,440,754,5018,518,2065,897
IDS36,2008-06-08,440,754,4969,517,2105,905
IDS36,2008-06-08,440,754,4969,517,2105,897
IDS36,2008-06-08,440,754,4969,517,2065,905
IDS36,2008-06-08,440,754,4969,517,2065,897
IDS36,2008-06-08,440,754,4969,518,2105,905
IDS36,2008-06-08,440,754,4969,518,2105,897
IDS36,2008-06-08,440,754,4969,518,2065,905
IDS36,2008-06-08,440,754,4969,518,2065,897
IDS36,2008-06-08,440,752,5018,517,2105,905
IDS36,2008-06-08,440,752,5018,517,2105,897
IDS36,2008-06-08,440,752,5018,517,2065,905
IDS36,2008-06-08,440,752,5018,517,2065,897
IDS36,2008-06-08,440,752,5018,518,2105,905
IDS36,2008-06-08,440,752,5018,518,2105,897
IDS36,2008-06-08,440,752,5018,518,2065,905
IDS36,2008-06-08,440,752,5018,518,2065,897
IDS36,2008-06-08,440,752,4969,517,2105,905
IDS36,2008-06-08,440,752,4969,517,2105,897
IDS36,2008-06-08,440,752,4969,517,2065,905
IDS36,2008-06-08,440,752,4969,517,2065,897
IDS36,2008-06-08,440,752,4969,518,2105,905
IDS36,2008-06-08,440,752,4969,518,2105,897
